item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
432,65,Vote,True,,No location name/address matched,"Authorized the Village Manager to submit a letter to Lee County requesting support for traffic control for Bella Terra and Corkscrew Road, the sidewalk project on Estero Parkway, and resurfacing Estero Parkway"
433,65,Vote,True,,No location name/address matched,Approved commencing Council meetings at 9:30 a.m. beginning with the first meeting in April and move zoning hearings from the second Wednesday of the month to the third Wednesday of the month
434,65,Discussion,False,,No location name/address matched,"No formal action recorded. Planning and Zoning Board Interviews Mayor Batos provided an explanation regarding the interview procedure and brief discussion followed related to applicants seeking reappointment. There was consensus to ask them to come before Council for an interview. The following applicants were interviewed: Anthony Gargano Frank Lancellotti Cyndi Rosellini McIntyre Donald Radcliff James Tatooles Questions or Comments by: Councilmembers Boesch, Ribble, Errington, Brown, Vice Mayor Levitan, and Mayor Batos. The meeting went into recess at 11:35 a.m. and reconvened at 12:35 p.m"
435,65,Public Comment,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"No formal action recorded. Village Center Comprehensive Plan Amendments and Framework Village Manager Sarkozy provided an update. Community Development Director Gibbs provided explanation regarding what the Council should expect at the March 30, 2016 transmittal hearing. She also spoke to the joint meeting of the Planning and Zoning Board and Design Review Board, and noted that revisions were made based on comments and questions received. Questions or Comments by: Mayor Batos, Councilmembers Wilson, Errington, Ribble, and Vice Mayor Levitan. Discussion included whether the amendments would need to go back to the Planning and Zoning Board; the reason for the split vote at the Planning and Zoning Board; developer's concerns regarding density and form based code. Public Comment: None"
436,65,Unknown,False,,No location name/address matched,No formal action recorded. Request for Qualifications and Request for Proposals
437,66,Administrative,True,,No location name/address matched,Approved agenda with deletion of item 12 and to move 5 to after 7c
438,66,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
439,66,Resolution,True,,No location name/address matched,A motion to approve Resolution 2021-05 was made and duly passed
440,66,Resolution,True,,No location name/address matched,A motion to approve Resolution 2021-06 was made and duly passed
441,66,Resolution,True,,No location name/address matched,A motion to approve Resolution 2021-07 was made and duly passed
442,67,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of Council Minutes of March 17, 2015 After Mr. Ribble noted a correction in Item"
443,67,Vote,True,,No location name/address matched,"Mr. Boesch moved to approve the minutes as corrected, seconded by Mr. Brown, called and carried"
444,67,Unknown,False,,No location name/address matched,deferred
445,67,Vote,True,,No location name/address matched,"Mr. Ribble moved approval, seconded by Mr. Wilson, called and carried"
447,67,Resolution,True,,No location name/address matched,"Ms. Errington moved approval of the resolution as amended, seconded by Mr. Ribble, called and carried"
448,67,Vote,True,,No location name/address matched,"Mr. Boesch moved approval, seconded by Mr. Brown, called and carried"
449,67,Ordinance,False,,No location name/address matched,"No formal action recorded. DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed composition and the responsibilities of a Planning and Zoning Board and a Design Review Board. After noting that the next step would be to conduct hearings at the April 6, 2015 Regular Meeting, with adoption on April 17, 2015, he distributed and reviewed a proposed process to populate the two boards as soon as possible (copy on file). Following extensive Council discussion, the Mayor called for public input; and the following individuals came forward to speak: Los Palmos resident, Bob Niles Estero Community Planning Panel (ECPP) member, Don Eslick Breckenridge resident, Gary Green Former Estero Design Review Committee (EDRC) Chair, Bill Prysi Est"
450,67,Ordinance,True,,No location name/address matched,"No formal action recorded. DISCUSSION REGARDING EX PARTE ORDINANCE Interim Village Attorney Burt Saunders explained the reasons for changing a portion of the Lee County ordinance that was adopted as part of the package developed with the Village Charter. Council discussion followed. After Mr. Saunders responded to questions from Council members, there was consensus to move forward to public hearings"
451,67,Vote,True,,No location name/address matched,"Mr. Ribble moved approval of the Agenda, seconded by Ms. Errington, called and carried"
452,68,Vote,True,,No location name/address matched,Approved the agenda
453,68,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,Passed first reading and transmittal of Ordinance No. 2016-04
454,68,Discussion,False,,No location name/address matched,"No formal action recorded. Planning and Zoning Board and Design Review Board Interviews The following applicants were interviewed: Joe McHarris John Goodrich Marlene Naratil Frank Kupiec Anu Lacis Greg Toth Albert O'Donnell Pamela Radcliff William Glass Tim Byal Questions or Comments by: Mayor Batos and Councilmembers Boesch, Ribble, Errington, Wilson, and Vice Mayor Levitan. Discussion included conflicts of interest and absenteeism. The meeting went into recess at 1:38 p.m. and reconvened at 1:54 p.m. Village Council Regular Meeting Final Action Agenda/Minutes - March 30, 2016 Page 3 of 4"
455,68,Unknown,False,,No location name/address matched,"Deferred until the April 6, 2016 Council meeting"
456,69,Administrative,True,,No location name/address matched,Approved agenda
457,69,Consent Agenda,True,,No location name/address matched,Approved consent agenda
458,69,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-06
459,69,Vote,True,,No location name/address matched,Adopted the First Amendment
460,69,Vote,True,,No location name/address matched,"Authorized a deeper solicitation process to search for additional, complimentary sports, entertainment and recreational partners within the Village Center Hub"
461,69,Contract Approval,True,,No location name/address matched,Approved award of Contract EC 2022-33 Change Order 01 to RWA Engineering to provide additional professional services to update design changes
463,69,Ordinance,True,,No location name/address matched,"Approved Ordinance No. 2025-03 on First Reading and schedule Second Reading for April 16, 2025"
464,70,Administrative,True,,No location name/address matched,Approved agenda
465,70,Consent Agenda,True,,No location name/address matched,Approved consent agenda
466,70,Resolution,False,,No location name/address matched,"Selected Al Paivandy, James E Tatooles, and Leonard E Scotty Wood III to a one-year term to the Planning, Zoning, and Design Board members, Dan Williams, Anthony Gargano, and Michael Sheeley to a three-year term to the Planning Zoning and Design Board and approve Resolution No. 2024-04"
467,70,Unknown,False,,No location name/address matched,Selected Anthony Gargano as Chairperson of the Planning Zoning and Design Board
468,70,Vote,True,,No location name/address matched,Approved the Framework of Cooperation Between the Village of Estero and the Estero Forever Foundation
469,70,Contract Approval,True,,No location name/address matched,Approved EC 2024-29 Wright Construction Group Piggyback Agreement for Construction Manager At Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary
470,70,Contract Approval,True,,No location name/address matched,"Approved EC 2019-66 STA-44 in the amount of $57,500 with P & T Lawn & Tractor to relocated twelve palm trees at Jeff Sommer Stadium, approve a $5,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
471,70,Contract Approval,True,,No location name/address matched,"Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
474,70,Vote,True,,No location name/address matched,Approved motion to support Village Manger and staff along with the other communities to inquire about the FEMA rate increase and to allow the Village any latitude it will require to get the answers needed
475,70,Public Comment,False,,No location name/address matched,"No formal action recorded. Jeff Sommer Stadium Turf Project Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director  Council Questions or Comments Councilmembers Zalucki, Ward, Lopez, Fiesel, Vice Mayor Ribble, and Mayor McLain. Public Comments None"
477,71,Administrative,True,,No location name/address matched,"Approved the agenda as amended, pulling Agenda Item 10 ( c )"
478,71,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
479,71,Resolution,True,,No location name/address matched,"Amended the beginning date of the terms to April 1, 2017 and adopted Resolution No. 2017-07 as amended. Village Council Meeting Final Action Agenda/Minutes -April 5, 2017 Page 3 of7"
480,71,Unknown,False,,No location name/address matched,"Amended the beginning date of the terms to April 1, 2017"
481,71,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-08 as amended
482,71,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of March 1, 2017 Council Meeting Minutes"
483,71,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of March 9, 2017 Council Workshop Minutes"
484,71,Resolution,False,,No location name/address matched,"No formal action recorded. Resolution No. 2017-09 A Resolution of the Village Council of the Village Of Estero, Florida, Supporting Senate Bill 10 and House Bill 761 Directing the South Florida Water Management District to Begin Land Acquisition, Planning and Design for the Everglades Agricultural Area (EAA) Storage Reservoir Project to Reduce the Harmful Discharges from Lake Okeechobee to the Caloosahatchee and St. Lucie Estuaries; and Providing an Effective Date Resolution No. 2017-09 was pulled from the agenda. Village Council Meeting Final Action Agenda/Minutes - April 5, 2017 Page 4 of7"
485,71,Unknown,False,,No location name/address matched,"No formal action recorded. Fee Reduction as an Incentive in Village Center Village Manager Sarkozy stated that this agenda item was a result of the March 15, 2017 Council workshop related to the request of the Genova developer. At the workshop, two proposed options were discussed: building permit fee reduction or waiver for indoor (under building) parking and fee reduction or waiver for using a private provider company for building inspections. Community Development Director Gibbs stated that the fees are set in the fee schedule, which did not include a provision for waivers. She also spoke to the options provided to Council in the Agenda Item Summary Sheet. Director Gibbs noted that parking garages required detailed inspections. She inquired whether fee reductions would be automatic for any project in the Village Center. Questions or Comments by: Councilmembers Levitan, Errington, Batos, Vice Mayor Ribble and May"
487,71,Budget,False,,No location name/address matched,"No formal action recorded. Calvin, Giordano and Associates - Follow-up on Performance and Suggestions Regarding Potential Operating Deficit Representatives of CGA: Chris Giordano, Norm Bruhn, and Sarah Sinatra-Gould PowerPoint Presentation: organizational chart; methodology for budgeting; building permitting, code compliance, and planning and zoning budgets; staffing for code compliance, planning and zoning, and building permitting departments; and staff turnover in building permitting. Mr. Giordano commented that he believed the new team members were an improvement. Village Council Meeting Final Action Agenda/Minutes -April 5, 2017 Page 6 of7 Questions or Comments by: Vice Mayor Ribble, Councilmembers Levitan, Batos, and Mayor Boesch. Discussion included concern with the staff turnover; whether staff was getting paid enough and if they were offered good benefits; whether the employees have experience; concern reg"
488,72,Unknown,False,,No location name/address matched,Elected Vice Mayor McLain as Mayor
489,72,Unknown,False,,No location name/address matched,Elected Councilmember Ribble as Vice Mayor
490,72,Administrative,True,,No location name/address matched,Approved agenda with item 14a starting at 11:00 am
491,72,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
494,72,Unknown,False,,No location name/address matched,"No formal action recorded. March 15, 2023, Council Meeting Minutes"
495,72,Public Comment,False,,No location name/address matched,"No formal action recorded. Florida Department of Transportation I-75 Updates Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmembers Ward, Zalucki, Vice Mayor Ribble, and Mayor McLain. Public Comments None"
496,72,Public Comment,False,Septic to Sewer,No location name/address matched,"No formal action recorded. Senate Appropriations/Legislative Updates - UEP Status Staff Presentation/Comments Steve Sarkozy, Village Manager Robert Eschenfelder, Village Attorney Presentation/Information by Ron Book, Ronald L Book PA Law Offices Professional Association Rena Brown, Ronald L Book PA Law Offices Professional Association Lena Juarez, JEJ & Associates Robert Miller, JEJ & Associates Council Questions or Comments Councilmember Ward and Mayor McLain. Public Comments None"
497,72,Public Comment,False,,No location name/address matched,"No formal action recorded. Vieste, LLC Update Staff Presentation/Comments Steve Sarkozy, Village Manager Robert Eschenfelder, Village Attorney Presentation/Information by Michael Comparato, Vieste LLC Council Questions or Comments Councilmembers Fiesel, Fayhee, Lopez, Ward, Zalucki, Vice Mayor Ribble and Mayor McLain.  Public Comments None"
498,73,Vote,True,,No location name/address matched,"Mr. Ribble moved approval of the revised agenda, seconded by Ms. Errington, called and carried"
499,73,Vote,True,,No location name/address matched,"Mr. Boesch moved approval, seconded by Mr. Brown. The Mayor called for public input; however, no one came forward. The motion was called and carried"
500,73,Discussion,True,,No location name/address matched,"Mr. Ribble moved approval, seconded by Ms. Errington. Following Council discussion, the motion was called and carried"
501,73,Vote,True,,No location name/address matched,"Mr. Levitan moved approval, seconded by Mr. Ribble, called and carried"
502,73,Vote,True,,No location name/address matched,"Mr. Brown moved approval, seconded by Mr. Wilson, called and carried"
503,73,Vote,True,,No location name/address matched,"Mr. Ribble moved approval, seconded by Mr. Brown. The motion was called and carried"
504,73,Public Comment,True,,No location name/address matched,"Mr. Wilson moved approval, seconded by Mr. Boesch. The Mayor called for public comment, but no one came forward. The motion was called and carried"
505,74,Vote,True,,No location name/address matched,Approved the agenda
506,74,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
507,74,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-03
508,74,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-07 with the following Board Members and terms: Board Member 1. David Crawford 2. Anthony Gargano 3. Roger Strelow 4. Ned Dewhirst 5. Leonard ""Scotty"" Wood III, Chairman 6. James Tatooles 7. Marlene Naratil"
509,74,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-08 with the following Board Members and terms: Board Member 1. ~~~~--'-W~·~S~c=o~tt~An...=cd=e=rs=o=n=--~~- 2. ~~~~~-W~il_h~·a=m~P~ry_.__s_i~~~~ 3. ~~~~~-P~ru~ty,<......c..W~h=i~te_h~ea~d~~~~ 4. ~~~~~---=B~a=rry'-.1---'J~o=n=es=c._~~~~ 5. Albert O'Donnell 6. ~~~-J~o~e~M~cH==arn==·s~,~C=h=a1=·rm~an=-~~ 7. ~~~~~-Wc.:...::.=il=li=am=-..cG=l=a=ss=--~~~- 8. ~~~~~~An~u~L=a~ci_s~~~~~ Village Council Regular Meeting Final Action Agenda/Minutes -April 6, 2016 7/01/2015 - 3/31/2017 4/24/2015 - 3/31/2017 4/24/2015-3/31/2017 4/06/2016- 3/31/2017 4/06/2016 - 3/31/2018 4/06/2016-3/31/2018 4/06/2016-3/31/2018 4/06/2016 - 3/31/2018 Page 6 of7"
510,74,Unknown,False,,No location name/address matched,"No formal action recorded. March 9, 2016 Zoning Hearing"
511,74,Ordinance,False,,No location name/address matched,"No formal action recorded. Presentation: Dale Barstow, Municipal Code Corporation - Code of Ordinances Village Manager Sarkozy provided a brief introduction and noted that this would be a labor intensive, long term project. Dale Barstow, Vice President of Sales, provided background of Municipal Code Corporation and an explanation of the options available for conversion and online posting of Code of Ordinances. Questions or Comments by: Vice Mayor Levitan, Mayor Batos and Councilmembers Boesch, Errington, and Wilson. Discussion included conversion of the Lee County code; the length of the process; online hosting of Code of Ordinances; code enforcement; and the magistrate process. Public Comment: None. Mayor Batos indicated that the Village Manager would be coordinating the codification process"
512,74,Public Comment,False,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"No formal action recorded. Land Development Code Amendments Discussion Community Development Director Gibbs provided an overview of the process, noted that the Comprehensive Plan transmittal was shipped yesterday, April 5, 2016, the latest amendments to Land Development Code were developed by the consultant, and contained greater detail than the Comprehensive Plan. Ms. Gibbs provided brief details related to pattern books; density; overlays; new zoning district; standards to be outlined; tiers; graphics; visual aspects; and flexibility. Village Council Regular Meeting Final Action Agenda/Minutes - April 6, 2016 Page 2 of7 Community Development Director Gibbs spoke briefly regarding the upcoming schedule, noting that dates would depend upon comments being submitted by the State. Questions or Comments by: Mayor Batos and Councilmember Errington. Discussion included density and the working group. Public Comment: Jim "
513,74,Budget,False,Budget / Capital Improvement,No location name/address matched,"No formal action recorded. Capital Improvement Program Discussion Village Manager Sarkozy made a brief introduction and invited Council to provide specific projects that staff could help refine and the process going forward. Finance Director Pace supplied a handout entitled ""Village of Estero Capital Program Fiscal Year 2016-2017"" and provided page-by-page explanations, noting specific use restrictions. Questions or Comments by: Councilmembers Wilson, Errington, Boesch, Ribble, Brown, Vice Mayor Levitan, and Mayor Batos. Discussion included partnering with the State on projects; parks improvements; early public involvement with the process; and the possibility of obtaining information regarding outstanding Development Orders. Input on specific projects: Councilmember Brown: Estero Parkway sidewalks, roads, resurfacing, paving, lighting, bike paths Councilmember Errington: Landscaping city wide, medians and shoulde"
514,74,Discussion,False,,No location name/address matched,"No formal action recorded. Council Rules of Procedure Village Attorney Saunders provided a brief explanation of the Council rules and noted that Land Use Counsel Nancy Stroud provided input regarding the quasi-judicial portion of the rules. Questions or Comments by: Vice Mayor Levitan, Councilmembers Boesch, Ribble, and Mayor Batos. Discussion included opportunity to re-read and provide additional comments; executive sessions; and agenda packets. Mayor Batos asked that further comments be forwarded to the Village Attorney or Village Manager"
515,74,Unknown,False,,No location name/address matched,No formal action recorded. Planning and Zoning Board and Design Review Board Interviews Applicant Interviewed: Barry Jones Questions or Comments by: Vice Mayor Levitan addressed absences
516,74,Unknown,False,,No location name/address matched,No formal action recorded. Board Members and Chairman Appointments
517,75,Administrative,True,,No location name/address matched,Approved agenda
518,75,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
519,75,Resolution,True,,No location name/address matched,Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for Public Information related to flood hazards
520,75,Vote,True,,No location name/address matched,Approved final Plat for Estero Crossing
521,75,Vote,True,,No location name/address matched,Approved final Plat for Rivercreek Phase One (formerly known as Corkscrew Crossing)
524,75,Vote,True,,No location name/address matched,"Approved the following list of short-listed firms listed below. Delegate authority to staff to interview these firms on April 11, 2022, and Council to interview the top 2 candidates individually. • Nason Yeager Gerson Harris & Fumero, P.A. • Roetzel & Andress, LPA • Trask Daigneault, LLP • Vose Law Firm LLP"
525,75,Administrative,False,,No location name/address matched,"Excused Vice Mayor McLain from the April 13 and April 20, 2022 Village Council meetings"
526,75,Unknown,False,,No location name/address matched,"No formal action recorded. March 16, 2022, Council Meeting Minutes"
527,75,Public Comment,False,Estero on the River,No location name/address matched,"No formal action recorded. Estero on the River Cultural Resource Assessment Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Public Comment None. Council Questions or Comments Councilmembers Fiesel, Ward, Boesch, Ribble, Vice Mayor McLain, and Mayor Errington"
528,77,Administrative,True,,No location name/address matched,Approved agenda
529,77,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
535,77,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization 06 to Contract EC 2020-32 to Johnson Engineering to provide water monitoring services for The Village of Estero for $41,352, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council"
538,77,Ordinance,True,Budget / Capital Improvement,No location name/address matched,"Passed First Reading and set Second Reading for April 21, 2021 at 9:30 a.m"
539,77,Unknown,False,,No location name/address matched,"No formal action recorded. March 24, 2021 Special Council Meeting Minutes"
542,78,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
545,79,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
552,80,Discussion,False,,No location name/address matched,"No formal action recorded. Planning and Zoning Board and Design Review Board Candidate Interviews David Crawford- Mr. Crawford applied for the Planning and Zoning Board. Mr. Crawford started his introduction at 10:03 am; he finished his introduction at 10:06 am. Mr. Crawford was then questioned by the Council until 10:11 am. Ned Dewhirst- Mr. Dewhirst applied for the Planning and Zoning Board. Mr. Dewhirst started his introduction at 10:12 am; he finished his introduction at 10:14 am. Mr. Dewhirst was then questioned by the Council until 10:19 am. Matthew Fredrickson- Mr. Fredrickson was not present at 10:20 am for the interview. He was recalled at 11:14 am, but was still not present. Terry Furhovden- Mr. Furhovden applied for the Planning and Zoning Board. Mr. Furhovden started his introduction at 10:20 am; he finished his introduction at 10:24 am. Mr. Furhovden was then questioned by the Council until 10:25 am. "
556,81,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
559,82,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
563,83,Administrative,True,,No location name/address matched,"Approved agenda. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
565,84,Administrative,True,,No location name/address matched,Approved agenda
566,84,Consent Agenda,True,,No location name/address matched,Approved consent agenda
567,84,Contract Approval,True,,No location name/address matched,"Approved award of Contract 25028 with APTIM to prepare the Village of Estero Vulnerability Assessment for $425,500, approve a $42,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council"
568,84,Vote,True,,No location name/address matched,"Approved Progress Report on Local Mitigation Strategy for inclusion in the Village's recertification to the Insurance Services Office (ISO), Verisk Analytics"
569,84,Contract Approval,True,,No location name/address matched,"Approved award of Contract 25029 with Suffolk Construction to provide construction manager as risk services for the Estero SportsPark, approve pre-construction services as described in the contract for $4,743,487, approve a $470,000 contingency for additional services that may be required to complete preconstruction services, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, except for Guaranteed Maximum Price Amendments, which will be approved by Village Council, at a later date"
570,84,Vote,True,,No location name/address matched,"Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually"
571,84,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2025-03
572,84,Unknown,False,,No location name/address matched,"No formal action recorded. April 2, 2025 Village Council Meeting Minutes"
573,84,Unknown,False,,No location name/address matched,No formal action recorded. Financial Report for Month ended February 2025
574,84,Public Comment,True,,No location name/address matched,"No formal action recorded. Progress Report on Local Mitigation Strategy Staff Presentation/Comments Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director Council Questions or Comments Councilmember Hunt Public Comments None Motion: Motion to approve Progress Report on Local Mitigation Strategy for inclusion in the Village's recertification to the Insurance Services Office (ISO), Verisk Analytics. Motion by: Councilmember Lopez Seconded by: Vice Mayor Zalucki Abstentions:  Vote: (Roll Call) Aye: Councilmembers Hunt, McLain, Fayhee, Lopez, Ward, Vice Mayor Zalucki, and Mayor Ribble. Nay: Abstentions"
575,84,Vote,True,,No location name/address matched,"Approved Progress Report on Local Mitigation Strategy for inclusion in the Village's recertification to the Insurance Services Office (ISO), Verisk Analytics. Council Questions or Comments Councilmembers Hunt, Ward, McLain, and Vice Mayor Zalucki"
576,84,Public Comment,False,,No location name/address matched,"No formal action recorded. Substantial Damage Administrative Procedures Plan Staff Presentation/Comments Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director Council Questions or Comments Vice Mayor Zalucki and Mayor Ribble Public Comments None"
577,85,Vote,True,,No location name/address matched,"Mr. Brown moved approval, seconded by Ms. Errington, called and carried"
578,85,Ordinance,True,,No location name/address matched,"Mr. Levitan moved approval of the ordinance as presented and amended, seconded by Mr. Boesch, called and carried"
579,85,Ordinance,True,,No location name/address matched,"Mr. Ribble moved approval of the Ordinance as presented and amended, seconded by Ms. Errington, called and carried"
580,85,Ordinance,True,,No location name/address matched,"Mr. Ribble moved approval of the Ordinance as presented and amended, seconded by Mr. Wilson, called and carried"
581,85,Vote,True,,No location name/address matched,"Ms. Errington moved approval of the schedule as amended, seconded by Mr. Brown, called and carried"
582,85,Resolution,True,,No location name/address matched,"No formal action recorded. RESOLUTION - A Resolution Approving Lewis, Stroud & Deutsch PL Agreement for Professional Planning Services. Following comments from Ms. Errington, Mayor Batos, and Vice-Mayor Levitan, Interim Village Attorney Burt Saunders pointed out that Ms. Stroud is currently on retainer to handle issues on a case-by-case basis. The Mayor called for public input; however no one came forward. Mr. Levitan moved acceptance of the proposal, seconded by Ms. Errington, called and carried unanimously. RESOLUTION NO. 2015-20"
583,85,Vote,True,,No location name/address matched,"Mr. Levitan moved approval, seconded by Mr. Ribble, called and carried"
584,85,Resolution,True,,No location name/address matched,"No formal action recorded. RESOLUTION - A Resolution Adopting Recitals; Invoking Zoning in Progress for the Area Encompassed in the Village Center; Adopting Exemptions; Providing for Economically Viable Use. Vice-Mayor Levitan noted that Map ""A"" of the original resolution did not line up with the planning proposal that was approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments regarding the concept of mixed use centers (copy on file) and read into the record selected sections of the E"
585,85,Discussion,False,,No location name/address matched,"No formal action recorded. DISCUSSION - Process for Selecting Candidates for the Planning and Zoning Board and the Design Review Board Mayor Batos thanked all candidates for their willingness to serve, and offered suggestions for sharing information to be used in the selection process. The individual Council members each described the criteria used to evaluate the candidates; then each provided a list of their selections for the Planning and Zoning Board (PZB) and reasons for endorsement. After each member provided a list of their selections for the Design Review Board (DRB) and reasons for endorsement, discussion took place regarding the method of voting. There was consensus that two blank ballots would be prepared for each Council member, one for the PZB and one for the DRB, to be completed and tallied at the next meeting. The Mayor called for public input; and the following individual came forward: Estero Commu"
586,85,Discussion,False,,No location name/address matched,"deferred from a previous agenda to allow for additional discussion of the proposal, and noted that the website and email address would soon be ""estero-fl"
587,85,Ordinance,False,,No location name/address matched,"No formal action recorded. DISCUSSION - Estero Council of Community Leaders (ECCL) Reimbursements Interim Village Manager Peter Lombardi reviewed the individual invoices for items included on the invoice for $7,600.26 received from ECCL, including 3 items related to website development; Inaugural Meeting costs of $1,210.00 for taping, $90.00 overtime, $35.00 insurance rider, and $793.56 to print the programs; $2,459.20 for the Transition Books prepared and given to Council; and $2,500.00 for ordinances drafted by Nancy Stroud. Mayor Batos commented that it was appropriate for the Council to reimburse the total costs of $2,391.06 for the Inaugural Meeting and the $2,500.00 cost to expedite ordinances; and opined that the charges for Transition Books and website development were costs of the incorporation effort. Following brief Council discussion of the Transition Books, ECCL Finance Director Bob Lienesch explained"
588,85,Vote,True,,No location name/address matched,"Mr. Ribble moved approval, seconded by Mr. Brown, called and carried"
589,86,Administrative,True,,No location name/address matched,"Approved agenda. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
590,86,Consent Agenda,True,,No location name/address matched,Approved consent agenda
591,86,Contract Approval,True,Septic to Sewer,No location name/address matched,"Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
592,86,Contract Approval,True,,No location name/address matched,"Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and authorize the Village Manager to execute the agreement on behalf of the Village Council"
594,86,Unknown,False,,No location name/address matched,"No formal action recorded. April 3, 2024 Village Council Meeting Minutes"
596,86,Public Comment,False,,No location name/address matched,"No formal action recorded. FPL SolarVantage Program Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Marshall Nelson, FPL  Council Questions or Comments Councilmembers Ward, Zalucki, and Vice Mayor Ribble. Public Comments None. Consensus for the Village to explore the possibility of moving forward with FLP to find the potential advantage of solar power"
597,87,Vote,True,,No location name/address matched,Approved the agenda as revised
598,87,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
599,87,Unknown,False,,No location name/address matched,Accepted the audit report
600,87,Unknown,False,,No location name/address matched,Appointed Robert King to fill the unexpired term of Ned Dewhirst; term expiration date of3/31/2018
601,87,Resolution,True,,No location name/address matched,Approved the vacation of part of a drainage easement for Estero Veterinary Clinic and adopted Resolution No. 2017-10
