AgendaItemID,MeetingDate,ProjectTitle,Location,Latitude,Longitude,ParsedNumber,ParsedStreet,PointParcelSTRAP,PointParcelAddress,AddressParcelSTRAP,AddressParcelAddress,AddressMatchCount,DistanceMeters,Status,Notes,Document_Link
1280,2015-07-22,Village Office Space (Councilmember Ribble),"9401 Corkscrew Palms Circle, Estero, FL",26.430490662544,-81.799280001688,9401,CORKSCREW PALMS,344625E1113030101,9401 CORKSCREW PALMS CIR,344625E1113030101,9401 CORKSCREW PALMS CIR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/072215%20Workshop%20Approved%20Minutes.pdf
267,2023-02-21,"Estero Eyebuild at Corkscrew Palms - Development Order (DOS2022-E010) (District 5) 9441 Corkscrew Palms Circle - A vacant parcel east of Village Hall, surrounded by parking in the Corkscrew Palms Commercial Planned Development (CPD) on Corkscrew R...",9441 CORKSCREW PALMS CIR,26.430465596510277,-81.79763059961697,9441,CORKSCREW PALMS,344625E11900000CE,CORKSCREW PALMS C/E,344625E11900000D1,9441 CORKSCREW PALMS CIR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf
744,2022-05-10,"Development Order - Ginsberg Eye Ophthalmology (Submittal pending) (District 5) 9441 Corkscrew Palms Circle, located east of Village Hall in the Corkscrew Palms Commercial Planned Development. Vacant parcel surrounded by Corkscrew Palms parking lo...",9441 CORKSCREW PALMS CIR,26.430465596510277,-81.79763059961697,9441,CORKSCREW PALMS,344625E11900000CE,CORKSCREW PALMS C/E,344625E11900000D1,9441 CORKSCREW PALMS CIR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/05102022%20PZDB%20Minutes.pdf
2009,2023-11-14,"Coastal Palms Academy (Development Order Pending) (District 4) 9600 Corkscrew Road, a vacant ± 3.5-acre site located on the southwest corner of River Ranch and Corkscrew Road - Zoned Commercial Planned Development (CPD). Development Order for a 15...",9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,9600,CORKSCREW,344625E2U20702358,9600 CORKSCREW RD,344625E2U20702358,9600 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/11142023%20PZDB%20Minutes.pdf
366,2024-03-12,"Coastal Palms Academy - Development Order (DOS2024-E003) (District 4) 9600 Corkscrew Road, a vacant ± 3.5-acre site located on the southwest corner of River Ranch and Corkscrew Road - Zoned Commercial Planned Development (CPD)",9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,9600,CORKSCREW,344625E2U20702358,9600 CORKSCREW RD,344625E2U20702358,9600 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/03122024%20PZDB%20Minutes.pdf
964,2024-06-11,"Palms Day School- Development Order (DOS2024-E003) (District 4) 9600 Corkscrew Road, a vacant ± 3.5-acre site located on the southwest corner of River Ranch and Corkscrew Road - Zoned Commercial Planned Development (CPD). Applicant seeks a Develop...",9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,9600,CORKSCREW,344625E2U20702358,9600 CORKSCREW RD,344625E2U20702358,9600 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/06112024%20PZDB%20Minutes.pdf
1357,2025-08-12,"Curadel Pharma (Pending D.O. application) (District 4) 9600 Corkscrew Road, a vacant ± 3.5-acre site located on the southwest corner of River Ranch Road and Corkscrew Road - Zoned Commercial Planned Development (CPD). The applicant seeks to constr...",9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,9600,CORKSCREW,344625E2U20702358,9600 CORKSCREW RD,344625E2U20702358,9600 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/08122025%20PZDB%20Minutes.pdf
1998,2015-11-13,"Presentation: Horizon Council Foundation (Councilmember Wilson) Glen Salyer, Economic Development Director of Lee County and Assistant to County Manager, through a PowerPoint presentation, provided information regarding economic development partne...",Avalon at Grandezza Condominium,26.44124231180666,-81.76991455364423,,,254625E42500000CE,20300 BURNSIDE PL,,,0,,VENUE_ONLY,point in 20300 BURNSIDE PL,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/11132015%20minutes.pdf
722,2015-05-08,DISCUSSION -- Village Municipal Center Mayor Batos clarified that this item involved discussion of a process to determine specific needs for a future facility with more office and parking space for the Council,Bella Terra Subdivision,26.433015857266223,-81.73086266056815,,,294626E3020P50000,BELLA TERRA C/E,,,0,,VENUE_ONLY,point in BELLA TERRA C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/05082015%20minutes.pdf
1980,2021-11-09,"Shoppes at University Highlands, Building #5 - Development Order (DOS2021-E006) (District 5) Located on the west side of Ben Hill Griffin Parkway and immediately south of the Lee Health Parcel. Development Order for a7,300 square foot commercial b...","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,,,254625E416GC10000,19804 MARKWARD CROSSING,,,0,,VENUE_ONLY,point in 19804 MARKWARD CROSSING,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/11092021%20PZDB%20Minutes.pdf
766,2024-05-14,"University Highlands II (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The applicant seeks a Develop...","Ben Hill Griffin Parkway & Everblades Parkway North, Estero, FL",26.443920189721,-81.773684686876,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf
1499,2024-09-10,"University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The appli...","Ben Hill Griffin Parkway & Everblades Parkway North, Estero, FL",26.443920189721,-81.773684686876,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/09102024%20PZDB%20Minutes.pdf
1328,2017-08-02,"Council Motion to Approve the Contract for Construction Services to Replace a Failing Culvert on Broadway A venue Resolution No. 2017-23 A Resolution of the Village Council of the Village ofEstero, Florida, Authorizing the Waiving of Competitive B...","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/080217%20Council%20Meeting%20Approved%20Minutes.pdf
273,2023-02-21,Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known...,CORKSCREW RD & THREE OAKS PKWY,26.4312076018546,-81.7885401402789,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf
2416,2019-09-04,"Ordinance No. 2019-27 An Ordinance of the Village Council of the Village of Estero, Florida, Amending the Commercial Planned Development Zoning for Tract B, Phase 2 at Estero Town Center CPD for the Development of a Burger King Fast Food Restauran...",CORKSCREW RD & THREE OAKS PKWY,26.4312076018546,-81.7885401402789,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-04%20Council%20Meeting%20Approved%20Minutes.pdf
1817,2016-10-19,Coconut Point Honda-Appeal of Planning and Zoning Board Action Mayor Batos explained the quasi-judicial hearing process. Audience members and staff presenting testimony were sworn in by,"Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/101916%20Council%20Meeting%20Approved%20Minutes.pdf
1924,2016-11-02,"Event information from Estero Bay Buddies regarding a dinner and silent auction - Estero Bay Aquatic Preserve 50th Anniversary, December 2, 5:00 p.m. until 10:00 p.m., Hyatt Regency Coconut Point Resort and Spa","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/110216%20Council%20Meeting%20Approved%20Minutes.pdf
2226,2023-12-12,Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a...,"Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20PZDB%20Minutes.pdf
1368,2016-08-17,"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf
243,2017-02-15,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/021517%20Council%20Meeting%20%20Approved%20Minutes.pdf
1060,2017-06-21,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/062117%20Council%20Meeting%20Approved%20Minutes.pdf
1312,2017-07-26,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Village Council Meeting Final Act...","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf
1647,2015-09-23,"Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vi...","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/09232015%20minutes.pdf
11,2017-01-04,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/010417%20Council%20Meeting%20Approved%20Minutes.pdf
85,2017-01-18,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Coconut Point, Estero, FL",26.4038818,-81.8077365,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/011817%20Council%20Meeting%20Approved%20Minutes.pdf
1764,2023-10-10,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,,,114725E4350000010,10030 COCONUT RD,,,0,,VENUE_ONLY,point in 10030 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf
1765,2023-10-10,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,,,114725E4350000010,10030 COCONUT RD,,,0,,VENUE_ONLY,point in 10030 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf
1211,2023-07-11,The Residences at Brooks Town Center (also known as Coconut Pointe Residences at the Brooks) - Final Plan Approval (DCI2020-E001) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Request for Final Plan...,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,,,114725E4350000010,10030 COCONUT RD,,,0,,VENUE_ONLY,point in 10030 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf
760,2024-05-14,"Estero Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant...","Coconut Road & Oakwilde Boulevard, Estero, FL",26.398580002784,-81.798864007834,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf
550,2024-04-09,"Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks t...","Coconut Road & Oakwilde Boulevard, Estero, FL",26.398580002784,-81.798864007834,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/04092024%20PZDB%20Minutes.pdf
1871,2022-10-25,"Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposing a3-building 150,000± s.f. self-storage f...","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,,254625E3U24342445,11900 STONEYBROOK GOLF DR,,,0,,VENUE_ONLY,point in 11900 STONEYBROOK GOLF DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf
371,2023-03-14,"Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 storage buildings totaling ±150,000 squar...","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,,254625E3U24342445,11900 STONEYBROOK GOLF DR,,,0,,VENUE_ONLY,point in 11900 STONEYBROOK GOLF DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20PZDB%20Minutes.pdf
1172,2022-07-06,"Ordinance No. 2022-08 Rezoning 31.5 acres of Village-owned property at the northeast corner of Corkscrew Road and US 41. An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed-Use Planned Developme...","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf
955,2021-06-08,"Estero Crossing (District 5) Oak & Stone Restaurant 10500 Corkscrew Road, proposed one-story 5,300± square foot restaurant on an out- parcel located at the northeast portion of Estero Crossing which is located 1,000 feet west of the intersection o...",Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/06082021%20PZDB%20Minutes.pdf
554,2023-04-11,"Downtown Estero Residential - Development Order (DOS2022-E009) (District 2) Mixed Use Planned Development (MPD) on a 34-acre site, located on the east side of US 41, north of Broadway and east of the Broadway Shoppes. Applicant seeks to construct...","Downtown Estero project site, east of US 41 and north of Broadway Avenue East, Estero, FL",26.4432,-81.807,,,074525L4U14843965,RAILROAD R/W,,,0,,VENUE_ONLY,point in RAILROAD R/W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/04112023%20PZDB%20Minutes.pdf
361,2025-03-11,"Estero Community Park Maintenance Building Relocation - Limited Development Order (District 4) Located in the Estero Community Park, east of Via Coconut Point and north of Williams Road","Estero Community Park, 9101 Corkscrew Palms Boulevard, Estero, FL",26.422098,-81.802186,,,344625E40100C017B,9100 WILLIAMS RD,,,0,,VENUE_ONLY,point in 9100 WILLIAMS RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/03112025%20PZDB%20Minutes.pdf
2218,2024-12-10,Estero Sports Park (Village Project) (District 4) Located north of Williams Road and east of Via Coconut Point,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,,,344625E40100C017B,9100 WILLIAMS RD,,,0,,VENUE_ONLY,point in 9100 WILLIAMS RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
1122,2025-07-02,"Continuation of Second reading of Zoning Ordinance No. 2025-02 Home2 Suites at Coconut Point An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Mixed Use Planned Development Zoning...","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/07022025.pdf
854,2025-05-21,"First reading of Zoning Ordinance No. 2025-02, Home2 Suites at Coconut Point An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Mixed Use Planned Development Zoning and Deviations f...","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05212025.pdf
2219,2024-12-10,Home2 Suites - Zoning Amendment (DCI2024-E005) (District 6) The proposed hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a par...,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
225,2025-02-11,Home2 Suites - Zoning and DRI Amendment (DCI2024-E005) (District 6) The 2.37-acre hotel site is south of the movie theater in the Coconut Point Mall on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as...,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/02112025%20PZDB%20Minutes.pdf
914,2025-06-04,"Second reading of Zoning Ordinance No. 2025-02 Home2 Suites at Coconut Point An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Mixed Use Planned Development Zoning and Deviations f...","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,,094725E2360SC0010,23106 FASHION DR,,,0,,VENUE_ONLY,point in 23106 FASHION DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/06042025.pdf
1378,2023-08-22,"Coconut Point Marketplace Signs - Administrative Zoning Amendment (ADD2023-E003) (District 6) A 10 acre-site located east of US 41, north of Sweetwater Ranch Boulevard and south of Via Rapallo Drive. This site is part of the Coconut Point DRI/MPD....","Marketplace at Coconut Point, 22780 Via Villagio, Estero, FL",26.413657789311,-81.811493859539,,,044725E23001C0000,20770-810 VIA VILLAGIO,,,0,,VENUE_ONLY,point in 20770-810 VIA VILLAGIO,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20PZDB%20Minutes.pdf
1485,2021-09-09,ACTION ITEMS a. Review of Development Order for Fifth Third Bank at Miromar Outlets,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09092021%20Minutes.pdf
1486,2021-09-09,ACTION ITEMS a. Review of Development Order for Fifth Third Bank at Miromar Outlets,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09092021%20Minutes.pdf
1237,2021-07-13,"Miromar Mall Sign Package (District 5) Applicant is proposing a zoning amendment to adopt a new ""sign package"" to modernize its signs. Miromar Outlets is located at the intersection of Corkscrew Road and Ben Hill Griffin Parkway","Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/07132021%20PZDB%20Minutes.pdf
558,2022-04-12,Zoning Amendment - Miromar Outlets Signage (DCI2021-E002) (District 5) Miromar Outlets is located at the intersection of Corkscrew Road and Ben Hill Griffin Parkway. Applicant is proposing a Zoning Amendment to the Commercial Planned Development t...,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/04122022%20PZDB%20Minutes.pdf
692,2022-05-04,"First Reading of Ordinance 2022-02 for Miromar Outlets Signage Ordinance 2022-02 of the Village Council of the Village of Estero, Florida, Considering an Amendment to the Commercial Planned Development, Specifically Deviation 3, for Replacement Si...","Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05042022%20minutes.pdf
989,2022-06-15,"Ordinance No. 2022-02 Second Reading and Public Hearing of Ordinance 2022-02 for Miromar Outlets Signage Ordinance 2022-02 of the Village Council of the Village of Estero, Florida, Considering an Amendment to the Commercial Planned Development, Sp...","Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/06152022%20minutes.pdf
936,2017-06-07,"Patty Narozny, Director, Hot Works Fine Arts & Craft Shows - Request for Temporary Signage for Special Events Village Manager Sarkozy introduced the topic regarding a request for special event temporary signage. Community Development Director Gibb...","Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/060717%20Council%20Meeting%20Approved%20Minutes.pdf
829,2022-05-18,"Second Reading and Public Hearing of Ordinance No. 2022-02 for Miromar Outlets Signage Ordinance 2022-02 of the Village Council of the Village of Estero, Florida, Considering an Amendment to the Commercial Planned Development, Specifically Deviati...","Miromar Outlets, Estero, FL",26.438084,-81.772808,,,264625E3270M20000,10801 CORKSCREW RD,,,0,,VENUE_ONLY,point in 10801 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf
98,2022-01-19,Sandy Lane and Via Coconut Point Bridge Rehabilitation - RFB 2021-04stero Parkway Landscape Maintenance Contract,"Sandy Lane & Via Coconut Point, Estero, FL",26.431370008006,-81.804867965078,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/01192022%20minutes.pdf
1412,2015-09-03,Public Hearing: Resolution No. 2015-54 Adopting the Tentative Budget for Fiscal Year 2015-2016;.and Providing an Effective Date Resolution No. 2015-54 was read in entirety by Village Manager Lombardi. The public hearing was opened at 6:40 p.m. May...,"Shadow Wood, Estero, FL",26.4099337,-81.7949565,,,034725E3050L30000,SHADOW WOOD @ THE BROOKS C/E,,,0,,VENUE_ONLY,point in SHADOW WOOD @ THE BROOKS C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/090315%20Regular%20Meeting%20Approved%20Minutes.pdf
82,2026-01-14,Coconut Point - Waypoint Residences (Application Pending) (District 6) 8021 Cinema Way. This is a redevelopment of the Regal Coconut Point Mall theater which closed in 2022. The completed project will extend from Cinema Way to Via Coconut. The app...,"Shadow Wood, Estero, FL",26.4099337,-81.7949565,,,034725E3050L30000,SHADOW WOOD @ THE BROOKS C/E,,,0,,VENUE_ONLY,point in SHADOW WOOD @ THE BROOKS C/E,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01142026%20PZDB%20Minutes.pdf
