RecordId,SourceBoard,DataGrain,RecordType,MeetingId,ItemId,MotionId,Board,MeetingFormat,MeetingType,MeetingDate,MeetingYear,MeetingTime,MeetingVenue,Status,AgendaItemNumber,AgendaItemType,FactCategory,LandUseCategory,ProjectName,ProjectTitle,Summary,ApplicationId,ApplicationType,ApplicantName,District,StaffCode,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,VoteYes,VoteNo,VoteAbstain,AddressRaw,AddressNormalized,LocationName,Latitude,Longitude,GeocodeConfidence,LocationGrain,ParcelId,PrimarySourceUrl,SourceFilename,ExtractionMethod,ExtractionConfidence,ReviewRequired,ReviewReason,AiReady,CitationText,ProjectId,ProjectKey
vc:1072,vc,agenda_item,AgendaItemLocation,144,1072,686,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,5,Resolution,resolution,budget_contracts_purchasing,8801 Corkscrew Road Structure Demolition - RFB,8801 Corkscrew Road Structure Demolition - RFB 2023-04,"8801 Corkscrew Road Structure Demolition - RFB 2023-04. Action: Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error",RFB 2023-04,,Council. Additionally,,TD/CS,"Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error",,,,Detected,,,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.85,false,,true,"Village Council meeting on 2023-06-21, agenda item 5 (Resolution): Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",354,8801_corkscrew_road_structure_demolition_rfb
vc:1073,vc,agenda_item,AgendaItemLocation,144,1073,687,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,6,Contract Approval,contract_approval,budget_contracts_purchasing,Estero Parkway Plant Replacements - EC,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5. Action: Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,EC 2021-04,,,,TD/CS,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,,,,Detected,,,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.85,false,,true,"Village Council meeting on 2023-06-21, agenda item 6 (Contract Approval): Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",147,estero_parkway_plant_replacements_ec
vc:1074,vc,agenda_item,AgendaItemLocation,144,1074,688,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,7,Contract Approval,contract_approval,utilities_stormwater_environment,8801 Corkscrew Road Debris Removal - EC,8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1,"8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1. Action: Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council",EC 2023-21,,,,TD/CS,"Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council","Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council",,,,Detected,,,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.85,false,,true,"Village Council meeting on 2023-06-21, agenda item 7 (Contract Approval): Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",355,8801_corkscrew_road_debris_removal_ec
vc:1075,vc,agenda_item,AgendaItem,144,1075,689,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,8,Contract Approval,contract_approval,budget_contracts_purchasing,Munis a Tyler Technologies Enterprise Resource Planning,Munis a Tyler Technologies Enterprise Resource Planning (ERP) Solution,"Munis a Tyler Technologies Enterprise Resource Planning (ERP) Solution. Action: Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,,,TD/CS,"Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 8 (Contract Approval): Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",356,munis_a_tyler_technologies_enterprise_resource_planning
vc:1076,vc,agenda_item,AgendaItem,144,1076,690,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,9,Contract Approval,contract_approval,budget_contracts_purchasing,Entertainment District Design & Permitting - EC,Entertainment District Design & Permitting - EC 2022-33 STA 01,"Entertainment District Design & Permitting - EC 2022-33 STA 01. Action: Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $485,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constraints of the Village, to authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council, and to authorize the Village Manager to terminate the STA on 30 days' notice pursuant to Ꟊ7.2 of EC 2022-33",EC 2022-33,,RWA Engineering,,TD/CS,"Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $485,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constraints of the Village, to authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council, and to authorize the Village Manager to terminate the STA on 30 days' notice pursuant to Ꟊ7.2 of EC 2022-33","Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $485,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constraints of the Village, to authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council, and to authorize the Village Manager to terminate the STA on 30 days' notice pursuant to Ꟊ7.2 of EC 2022-33",,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 9 (Contract Approval): Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $485,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constraints of the Village, to authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council, and to authorize the Village Manager to terminate the STA on 30 days' notice pursuant to Ꟊ7.2 of EC 2022-33 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",144,entertainment_district_design_permitting_ec
vc:1077,vc,agenda_item,AgendaItemLocation,144,1077,691,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,10,Contract Approval,contract_approval,commercial_mixed_use_development,,"Public hearing to consider proposed Settlement Agreement between the Village of Estero and Long Bay Partners, LLC; TOP CR Associates, LLC; and PAC Estero Apartments, LLC, related to The Brooks Town Center property lawsuits","Public hearing to consider proposed Settlement Agreement between the Village of Estero and Long Bay Partners, LLC; TOP CR Associates, LLC; and PAC Estero Apartments, LLC, related to The Brooks Town Center property lawsuits. Action: Approved Settlement Agreement",,,,,TD/CS,Approved Settlement Agreement,Approved Settlement Agreement,,,,Detected,,,,"The Brooks Town Center, Estero, FL","The Brooks Town Center, Estero, FL","The Brooks Town Center, Estero, FL",26.396617,-81.786171,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 10 (Contract Approval): Approved Settlement Agreement Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",,
vc:1078,vc,agenda_item,AgendaItemLocation,144,1078,692,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,11,Ordinance,ordinance,commercial_mixed_use_development,"Coconut Road EPD - Woodfield Estero project site, northwest","First Reading of Ordinance No. 2023-06, Coconut Road EPD Rezoning An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) for a 45.6-Acre Pa","First Reading of Ordinance No. 2023-06, Coconut Road EPD Rezoning An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) for a 45.6-Acre Pa. Action: Passed First Reading of Ordinance No. 2023-06 and Set Public Hearing and Second Reading for July 5, 2023",Ordinance No. 2023-06,ordinance,,,TD/CS,"Passed First Reading of Ordinance No. 2023-06 and Set Public Hearing and Second Reading for July 5, 2023","Passed First Reading of Ordinance No. 2023-06 and Set Public Hearing and Second Reading for July 5, 2023",,,,Detected,,,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 11 (Ordinance): Passed First Reading of Ordinance No. 2023-06 and Set Public Hearing and Second Reading for July 5, 2023 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",357,coconut_road_epd_woodfield_estero_project_site_northwest
vc:1079,vc,agenda_item,AgendaItemLocation,144,1079,693,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,12,Ordinance,ordinance,commercial_mixed_use_development,Village Initiated - Williams Road,"Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development a","Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development a. Action: Approved Ordinance No. 2023-04",Ordinance No. 2023-04,ordinance,,,TD/CS,Approved Ordinance No. 2023-04,Approved Ordinance No. 2023-04,,,,Detected,,,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 12 (Ordinance): Approved Ordinance No. 2023-04 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",309,village_initiated_williams_road
vc:1080,vc,agenda_item,AgendaItem,144,1080,694,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,Approved,13,Resolution,resolution,budget_contracts_purchasing,,"Resolution No. 2023-11 Capital Improvement Program A Resolution of the Village Council of the Village of Estero, Florida, Adopting the Capital Improvement Program for Fiscal Year 2023-2024; and Providing an Effective Date","Resolution No. 2023-11 Capital Improvement Program A Resolution of the Village Council of the Village of Estero, Florida, Adopting the Capital Improvement Program for Fiscal Year 2023-2024; and Providing an Effective Date. Action: Approved approve Resolution No. 2023-11",Resolution No. 2023-11,resolution,,,TD/CS,Approved approve Resolution No. 2023-11,Approved approve Resolution No. 2023-11,,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.65,true,,false,"Village Council meeting on 2023-06-21, agenda item 13 (Resolution): Approved approve Resolution No. 2023-11 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",,
vc:1081,vc,agenda_item,AgendaItem,144,1081,,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,No Action,14,Unknown,unknown,meetings_records_public_input,,"June 7, 2023 Council Meeting Minutes","June 7, 2023 Council Meeting Minutes. Action: No formal action recorded. June 7, 2023 Council Meeting Minutes",,,,,TD/CS,"No formal action recorded. June 7, 2023 Council Meeting Minutes","No formal action recorded. June 7, 2023 Council Meeting Minutes",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 14 (Unknown): No formal action recorded. June 7, 2023 Council Meeting Minutes Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",,
vc:1082,vc,agenda_item,AgendaItem,144,1082,,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,No Action,15,Contract Approval,contract_approval,budget_contracts_purchasing,Florida Local Government Cybersecurity Grant Agreement,Florida Local Government Cybersecurity Grant Agreement,Florida Local Government Cybersecurity Grant Agreement. Action: No formal action recorded. Florida Local Government Cybersecurity Grant Agreement,,,,,TD/CS,No formal action recorded. Florida Local Government Cybersecurity Grant Agreement,No formal action recorded. Florida Local Government Cybersecurity Grant Agreement,,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 15 (Contract Approval): No formal action recorded. Florida Local Government Cybersecurity Grant Agreement Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",358,florida_local_government_cybersecurity_grant_agreement
vc:1083,vc,agenda_item,AgendaItem,144,1083,,Village Council,Regular Meeting,Village Council,2023-06-21,2023,9:30 am,Estero Village Hall,No Action,16,Public Comment,public_comment,meetings_records_public_input,,Tuscan Auditors,"Tuscan Auditors. Action: No formal action recorded. Tuscan Auditors Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Jeff Tuscan, CPA, Tuscan &. Company, PA Council Questions or Comments Councilmembers Ward and Zalucki. Public Comments None. A consensus to give authority to the Village Manager to submit the audit report to the state before the June 30th deadline",,,,,TD/CS,"No formal action recorded. Tuscan Auditors Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Jeff Tuscan, CPA, Tuscan &. Company, PA Council Questions or Comments Councilmembers Ward and Zalucki. Public Comments None. A consensus to give authority to the Village Manager to submit the audit report to the state before the June 30th deadline","No formal action recorded. Tuscan Auditors Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Jeff Tuscan, CPA, Tuscan &. Company, PA Council Questions or Comments Councilmembers Ward and Zalucki. Public Comments None. A consensus to give authority to the Village Manager to submit the audit report to the state before the June 30th deadline",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,06212023  minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2023-06-21, agenda item 16 (Public Comment): No formal action recorded. Tuscan Auditors Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Jeff Tuscan, CPA, Tuscan &. Company, PA Council Questions or Comments Councilmembers Ward and Zalucki. Public Comments None. A consensus to give authority to the Village Manager to submit the audit report to the state before the June 30th deadline Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf",,
vc:1084,vc,agenda_item,AgendaItem,145,1084,695,Village Council,Special Meeting,Village Council,2016-06-22,2016,2:00 pm,Estero Village Hall,Approved,1,Vote,vote,meetings_records_public_input,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",,,,,,Approved the agenda,Approved the agenda,,,,Unanimous,1,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,062216 Council Special Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2016-06-22, agenda item 1 (Vote): Approved the agenda Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf",,
vc:1085,vc,agenda_item,AgendaItem,145,1085,696,Village Council,Special Meeting,Village Council,2016-06-22,2016,2:00 pm,Estero Village Hall,Approved,2,Resolution,resolution,meetings_records_public_input,,"Resolution No. 2016-15 A Resolution of the Village Council of the Village of Estero, Florida, Appointing a Member to the Village of Estero Planning and Zoning Board and Establishing a Term; and Providing an Effective Date","Resolution No. 2016-15 A Resolution of the Village Council of the Village of Estero, Florida, Appointing a Member to the Village of Estero Planning and Zoning Board and Establishing a Term; and Providing an Effective Date. Action: Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15",Resolution No. 2016-15,resolution,,,,"Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15","Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15",,,,Unanimous,2,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,062216 Council Special Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2016-06-22, agenda item 2 (Resolution): Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf",,
vc:1086,vc,agenda_item,AgendaItem,145,1086,697,Village Council,Special Meeting,Village Council,2016-06-22,2016,2:00 pm,Estero Village Hall,Approved,3,Resolution,resolution,utilities_stormwater_environment,"Marisa Carrozzo, Natural Resource Specialist II, Conservancy of Southwest Florida - Request for Support: Yes On Conservation 20/20","Marisa Carrozzo, Natural Resource Specialist II, Conservancy of Southwest Florida - Request for Support: Yes On Conservation 20/20 Resolution No. 2016-14 A Resolution of the Village Council of the Village of Estero, Florida, Stating Support for Passage by","Marisa Carrozzo, Natural Resource Specialist II, Conservancy of Southwest Florida - Request for Support: Yes On Conservation 20/20 Resolution No. 2016-14 A Resolution of the Village Council of the Village of Estero, Florida, Stating Support for Passage by. Action: Adopted Resolution No. 2016-14 as amended",Resolution No. 2016-14,resolution,,,,Adopted Resolution No. 2016-14 as amended,Adopted Resolution No. 2016-14 as amended,,,,Unanimous,2,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,062216 Council Special Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2016-06-22, agenda item 3 (Resolution): Adopted Resolution No. 2016-14 as amended Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf",359,marisa_carrozzo_natural_resource_specialist_ii_conservancy_of_southwest_florida_request_for_support_yes_on_conservation_20_20
vc:1087,vc,agenda_item,AgendaItem,145,1087,698,Village Council,Special Meeting,Village Council,2016-06-22,2016,2:00 pm,Estero Village Hall,Approved,4,Ordinance,ordinance,meetings_records_public_input,,"Ordinance No. 2016-04 An Ordinance of the Village ofEstero, Florida Adopting Amendments to the Village of Estero Transitional Comprehensive Plan to Change the Text of the Future Land Use Element and the Glossary and to Amend the Future Land Use Maps to Pr","Ordinance No. 2016-04 An Ordinance of the Village ofEstero, Florida Adopting Amendments to the Village of Estero Transitional Comprehensive Plan to Change the Text of the Future Land Use Element and the Glossary and to Amend the Future Land Use Maps to Pr. Action: Adopted Ordinance No. 2016-04",Ordinance No. 2016-04,ordinance,,,,Adopted Ordinance No. 2016-04,Adopted Ordinance No. 2016-04,,,,Unanimous,2,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,062216 Council Special Meeting Approved Minutes.pdf,pdf_extraction:vc,0.65,true,,false,"Village Council meeting on 2016-06-22, agenda item 4 (Ordinance): Adopted Ordinance No. 2016-04 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf",,
vc:1088,vc,agenda_item,AgendaItem,145,1088,699,Village Council,Special Meeting,Village Council,2016-06-22,2016,2:00 pm,Estero Village Hall,Approved,5,Ordinance,ordinance,meetings_records_public_input,,"Ordinance No. 2016-07 An Ordinance of the Village ofEstero, Florida Adopting Amendments to Chapters 33 and 34 of the Village ofEstero Transitional Land Development Code; Combining Chapter 33, Articles I and II; Updating Chapter 33, Article II, Division 1","Ordinance No. 2016-07 An Ordinance of the Village ofEstero, Florida Adopting Amendments to Chapters 33 and 34 of the Village ofEstero Transitional Land Development Code; Combining Chapter 33, Articles I and II; Updating Chapter 33, Article II, Division 1 . Action: Adopted Ordinance No. 2016-07",Ordinance No. 2016-07,ordinance,,,,Adopted Ordinance No. 2016-07,Adopted Ordinance No. 2016-07,,,,Unanimous,2,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,062216 Council Special Meeting Approved Minutes.pdf,pdf_extraction:vc,0.65,true,,false,"Village Council meeting on 2016-06-22, agenda item 5 (Ordinance): Adopted Ordinance No. 2016-07 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf",,
